,mean,sd,q05,q95,threshold,probability,FDR
IDH1,2.213756,0.16196628,1.947748637199402,2.4704255700111384,1,1.0,0.0
ID4,2.086248,0.11363818,1.8910373151302338,2.2650037288665774,1,1.0,0.0
ID2,2.4470117,0.27041224,1.9924354791641237,2.860236322879791,1,1.0,0.0
SLC4A4,2.5815976,0.31638253,2.049690532684326,3.0872416734695434,1,1.0,0.0
GABRB1,2.2902348,0.29650354,1.807171756029129,2.7750022649765014,1,1.0,0.0
HTRA1,2.9740806,0.27345768,2.509636509418488,3.4222875952720644,1,1.0,0.0
GADD45G,-1.9590173,0.06931156,-2.0377601146698,-1.8389444708824159,1,1.0,0.0
HTR2A,-2.4659235,0.062452324,-2.5325711607933044,-2.3648715376853944,1,1.0,0.0
GALNT16,2.8910644,0.36080587,2.284754455089569,3.455371654033661,1,1.0,0.0
HSPE1,2.6205287,0.37880018,1.959445130825043,3.1854903459548947,1,1.0,0.0
H2AC17,-1.6301987,0.06283172,-1.7217070579528808,-1.5193392038345337,1,1.0,0.0
HSPA8,2.5240188,0.26876405,2.0880688667297362,2.9868905782699584,1,1.0,0.0
"ST8SIA1,ARMC10",-2.5305488,0.01686404,-2.558066654205322,-2.5036110401153566,1,1.0,0.0
CARHSP1,2.6588097,0.19129132,2.335789656639099,2.9572109937667848,1,1.0,0.0
UCHL1,2.4209955,0.25135887,2.0025614738464355,2.8404901385307313,1,1.0,0.0
H4C6,-1.8546195,0.031531572,-1.8856605291366577,-1.8009591102600098,1,1.0,0.0
H4C5,-1.8680576,0.04525512,-1.9131093859672545,-1.7853349685668944,1,1.0,0.0
H4C4,-1.798248,0.07374717,-1.8902631521224975,-1.6553329467773437,1,1.0,0.0
H4C3,-1.8671838,0.04730392,-1.912154746055603,-1.7879813671112061,1,1.0,0.0
H4C2,-1.6464306,0.062159553,-1.7349011421203613,-1.535031533241272,1,1.0,0.0
"H4C14,H4C15",-1.8286799,0.04384818,-1.8685173869132996,-1.7568918466567993,1,1.0,0.0
H4C13,-1.7454638,0.07828546,-1.8512108206748963,-1.591326892375946,1,1.0,0.0
"H4C11,H4C12",-1.4977903,0.08935922,-1.6252221107482911,-1.338475048542023,1,1.0,0.0
H4C1,-1.7048851,0.10169028,-1.8343226432800293,-1.5132234692573547,1,1.0,0.0
H3C8,-1.5291574,0.06692804,-1.6266975402832031,-1.4093470931053163,1,1.0,0.0
H3C7,-1.6620779,0.047672905,-1.731821632385254,-1.5741995096206665,1,1.0,0.0
H3C6,-1.8702116,0.05620451,-1.9310194790363313,-1.7549385607242585,1,1.0,0.0
H3C4,-1.8715467,0.027497414,-1.9012160778045655,-1.8217205524444582,1,1.0,0.0
H3C2,-1.6206884,0.055695567,-1.6988759756088256,-1.5200882315635682,1,1.0,0.0
"H3C14,H3-2,H3P4,H3C13,H3C15",-1.4872087,0.039968956,-1.550680661201477,-1.419295883178711,1,1.0,0.0
H3C12,-1.8712155,0.043557256,-1.9215149998664856,-1.784098243713379,1,1.0,0.0
H3C11,-1.8941094,0.047365814,-1.9434781789779663,-1.8068289995193483,1,1.0,0.0
H3C10,-1.8737506,0.039928656,-1.913683009147644,-1.8006415009498598,1,1.0,0.0
H3C1,-1.7891033,0.08203635,-1.8763904094696047,-1.6327195048332215,1,1.0,0.0
H3-4,-1.7963375,0.084052995,-1.8765762865543365,-1.6356836199760438,1,1.0,0.0
H2BU1,-1.7428688,0.07123983,-1.8244542598724365,-1.6085027933120728,1,1.0,0.0
"H2BP1,H2BC18,H2BP2",-1.7163129,0.066615745,-1.803109133243561,-1.5924086570739746,1,1.0,0.0
H2BC9,-1.4933915,0.02546716,-1.5340409755706788,-1.4515234708786011,1,1.0,0.0
H2BC8,-1.854499,0.044601165,-1.9023102521896362,-1.7734838843345644,1,1.0,0.0
H2BC7,-1.88809,0.025363825,-1.9183460474014282,-1.840494441986084,1,1.0,0.0
UTF1,-2.2353518,0.10031086,-2.340310978889465,-2.032940697669983,1,1.0,0.0
H2BC6,-1.9057375,0.027447293,-1.9345778226852417,-1.8543188333511353,1,1.0,0.0
H4C8,-1.8479744,0.025033496,-1.8735251903533936,-1.7996087789535524,1,1.0,0.0
H4C9,-1.6637161,0.05392714,-1.7400887727737426,-1.5668477535247802,1,1.0,0.0
HACD3,2.054272,0.27663454,1.5873387157917023,2.5098760604858397,1,1.0,0.0
CD81,3.6391447,0.25681946,3.1907492160797117,4.030683588981629,1,1.0,0.0
HLA-E,2.6532764,0.3804258,1.9957495987415312,3.232698905467987,1,1.0,0.0
VEGFA,2.508769,0.16354693,2.234013080596924,2.785475265979767,1,1.0,0.0
H2BC10,-1.7932687,0.08272463,-1.889506334066391,-1.6309646487236025,1,1.0,0.0
GDPD2,2.799953,0.31170785,2.2685721993446353,3.2827731370925903,1,1.0,0.0
GFAP,2.888458,0.15559113,2.6269780874252318,3.1429239749908446,1,1.0,0.0
CDC42,2.3604758,0.27954748,1.9006860673427584,2.819846451282501,1,1.0,0.0
HEY1,2.5043051,0.32707766,1.94218430519104,3.0248220920562745,1,1.0,0.0
VCL,2.0718405,0.3575015,1.4801201701164246,2.6567207813262934,1,1.0,0.0
VCAN,3.204055,0.35599163,2.6408576726913453,3.7648506641387933,1,1.0,0.0
HES6,-1.9217849,0.04988483,-1.973239690065384,-1.8281879365444185,1,1.0,0.0
HES5,3.1822786,0.24203607,2.7821582555770874,3.5798319697380063,1,1.0,0.0
HES4,2.4146283,0.14010668,2.1836729884147643,2.6359187364578247,1,1.0,0.0
CBFB,-2.4327388,0.014278709,-2.4551433324813843,-2.409649610519409,1,1.0,0.0
STOM,2.5772343,0.3582232,1.9401902437210083,3.129354166984558,1,1.0,0.0
HES1,2.0582893,0.20609951,1.698873943090439,2.378892648220062,1,1.0,0.0
GGT7,2.5471783,0.071041204,2.4359344124794005,2.6624630570411685,1,1.0,0.0
"CBSL,CBS",2.4391394,0.38507745,1.7997707545757295,3.0209109306335447,1,1.0,0.0
"H2BC12,H2BS1,LOC102724334",-1.8937517,0.021231148,-1.9176088571548462,-1.855918097496033,1,1.0,0.0
VAT1,2.2285798,0.3065572,1.695718502998352,2.722093784809112,1,1.0,0.0
H2BC13,-1.8864585,0.02156361,-1.9113821506500244,-1.8427411079406737,1,1.0,0.0
H2BC14,-1.8567771,0.021023786,-1.8792256832122802,-1.8184207916259767,1,1.0,0.0
CD99,3.179958,0.29380113,2.6684503436088565,3.6186263918876644,1,1.0,0.0
SNCAIP,-1.8987051,0.15247843,-2.0673765659332277,-1.612811189889908,1,1.0,0.0
"HBA2,HBA1",1.6044295,0.14604571,1.35614715218544,1.831467980146408,1,1.0,0.0
CD9,2.5652654,0.11270506,2.3778758883476256,2.7501795291900635,1,1.0,0.0
H2BC17,-1.3203716,0.05746486,-1.410047996044159,-1.2256371855735777,1,1.0,0.0
H2BC21,2.4115021,0.24837337,1.9864106595516207,2.7982848048210145,1,1.0,0.0
CD82,2.1203215,0.15007098,1.875842344760895,2.3660701751708983,1,1.0,0.0
H2BC11,-1.8815442,0.026040606,-1.910694146156311,-1.8322316646575927,1,1.0,0.0
H2AC12,-1.7544407,0.07528947,-1.8461565375328064,-1.6086445808410645,1,1.0,0.0
H2AC11,-1.491058,0.034526628,-1.5482593059539795,-1.4349879264831542,1,1.0,0.0
H1-5,-1.5038075,0.04589899,-1.57142790555954,-1.4247808814048768,1,1.0,0.0
CHD5,2.8390481,0.42385593,2.0511592626571655,3.4659626245498654,1,1.0,0.0
SEL1L3,1.491452,0.08344994,1.3508202016353608,1.62693589925766,1,1.0,0.0
YWHAE,1.8983403,0.08568346,1.758563244342804,2.034386432170868,1,1.0,0.0
SELENON,2.4311643,0.2374809,2.0145423889160154,2.806326794624329,1,1.0,0.0
LASP1,2.6537755,0.365582,1.9792423188686372,3.229428791999817,1,1.0,0.0
SELENOW,1.8648686,0.16565453,1.5935940384864806,2.1369330644607545,1,1.0,0.0
BSG,2.8422701,0.41260725,2.115214204788208,3.4715674757957458,1,1.0,0.0
TAGLN2,2.059918,0.12957187,1.8455998480319977,2.266798543930054,1,1.0,0.0
LAMP2,2.3100138,0.34235117,1.7352228164672852,2.8622534990310666,1,1.0,0.0
TAFA5,2.5283592,0.20313181,2.1966331601142883,2.8515758633613584,1,1.0,0.0
LAMP1,2.6241276,0.29315862,2.1337820172309874,3.0876151561737055,1,1.0,0.0
LAMC1,2.3522584,0.28501153,1.8914267480373383,2.8109396219253537,1,1.0,0.0
SEMA4A,2.0851746,0.30943513,1.5688117861747743,2.610287141799927,1,1.0,0.0
BTBD17,2.0516207,0.1916908,1.7337013125419616,2.3692099213600155,1,1.0,0.0
LAMB2,2.884373,0.30198744,2.3636513352394104,3.3620995044708253,1,1.0,0.0
LAMA1,2.404376,0.33905727,1.8115414261817933,2.9534544944763184,1,1.0,0.0
FASN,1.9096652,0.24055429,1.5249379217624663,2.298986995220184,1,1.0,0.0
BTG1,-2.063813,0.21050261,-2.2936748385429384,-1.6380342721939087,1,1.0,0.0
SEMA6A,2.3322556,0.14923158,2.0765527963638304,2.5738189578056336,1,1.0,0.0
KTN1,2.426007,0.3929217,1.7455965876579285,3.061156368255615,1,1.0,0.0
SEPTIN11,1.6105012,0.11356196,1.4223634839057924,1.788962823152542,1,1.0,0.0
FAT4,1.5961723,0.1385037,1.3785538017749785,1.8191092133522033,1,1.0,0.0
SEPTIN2,2.282369,0.18753785,1.9791505336761475,2.5674745678901667,1,1.0,0.0
SEPTIN7,3.5943093,0.3023555,3.053988003730774,4.054013967514038,1,1.0,0.0
SEPTIN9,2.6855795,0.14379604,2.4517930269241335,2.91726930141449,1,1.0,0.0
SERINC1,2.4226222,0.36482373,1.7782103717327118,3.014076459407806,1,1.0,0.0
CD63,3.172735,0.19123799,2.832808494567871,3.4760710835456847,1,1.0,0.0
"TAPT1-AS1,RPS21",-2.1891532,0.120996535,-2.3098743796348575,-1.9643202960491182,1,1.0,0.0
LDHA,1.958367,0.14919026,1.699558436870575,2.196623182296753,1,1.0,0.0
LGALS3,3.0691886,0.30198243,2.532285952568054,3.556529235839844,1,1.0,0.0
LGALS3BP,2.4899614,0.3210697,1.9708552539348603,2.993328559398651,1,1.0,0.0
LRP10,2.2330604,0.33065894,1.7001283764839172,2.734256362915039,1,1.0,0.0
LRP1,2.2980428,0.2563101,1.8758148372173309,2.7185639262199404,1,1.0,0.0
SC5D,2.222828,0.22932307,1.845271646976471,2.611307489871979,1,1.0,0.0
"LRIG1,SLC25A26",3.3743055,0.25606838,2.9552138566970827,3.7709773898124697,1,1.0,0.0
TTYH3,2.7091026,0.155098,2.4451165080070494,2.958104920387268,1,1.0,0.0
"TUBA1C,TUBA1A,TUBA1B",1.5396801,0.038489603,1.473516607284546,1.6019042015075682,1,1.0,0.0
LPIN2,2.6801357,0.36363545,2.039178931713104,3.2368933320045468,1,1.0,0.0
TUBB2A,2.5158298,0.04582674,2.4389068484306335,2.5900641798973085,1,1.0,0.0
TUBB2B,2.666592,0.05030558,2.581415128707886,2.7483644008636476,1,1.0,0.0
SCARB2,2.6337492,0.45335993,1.8503190040588378,3.3269043803215026,1,1.0,0.0
FAM171A2,2.4167037,0.3111527,1.9025567412376403,2.9108402371406554,1,1.0,0.0
LPAR1,2.2717667,0.117872305,2.0784524202346804,2.450570273399353,1,1.0,0.0
SCD,4.4327106,0.24707763,3.961280810832977,4.777699685096741,1,1.0,0.0
SERPINH1,2.6193852,0.29119444,2.1414034485816957,3.0794659137725833,1,1.0,0.0
TUBB4B,1.7214389,0.093556,1.5638280868530274,1.8691330909729003,1,1.0,0.0
FAM171B,1.9996046,0.10403683,1.8323855817317962,2.163782227039337,1,1.0,0.0
"LOC105375551,RPL7",-2.4567716,0.0953222,-2.5536530733108522,-2.28381609916687,1,1.0,0.0
"LOC105374898,NRN1",-1.8500886,0.13184075,-1.992763751745224,-1.5957427740097045,1,1.0,0.0
FAM181B,2.5003471,0.1540124,2.2502957701683046,2.7510222315788266,1,1.0,0.0
CHMP4B,2.938036,0.24866924,2.5223617553710938,3.345418417453766,1,1.0,0.0
BMP7,3.2733798,0.32053608,2.7161423802375793,3.7651965856552123,1,1.0,0.0
LITAF,1.8567858,0.24877529,1.4393387675285338,2.262841129302978,1,1.0,0.0
LIPG,1.8019065,0.13211334,1.5864579916000365,2.0070932030677797,1,1.0,0.0
CHKA,1.9238666,0.19922698,1.592559564113617,2.260762977600098,1,1.0,0.0
SCUBE1,1.5785961,0.073149495,1.4577814161777496,1.6978964626789093,1,1.0,0.0
LIFR,2.9074743,0.17668098,2.6047138810157775,3.178237199783325,1,1.0,0.0
SDC3,1.9803824,0.13266706,1.7655156314373015,2.192818486690521,1,1.0,0.0
SDCBP,2.4866235,0.24507314,2.065431761741638,2.8755114316940307,1,1.0,0.0
CHPF,1.9967717,0.2918122,1.5017048597335816,2.4622715950012206,1,1.0,0.0
FAM107A,3.4962063,0.08862651,3.357191598415375,3.643687105178833,1,1.0,0.0
SETD7,-1.8940264,0.11638107,-2.0129984736442568,-1.6593694806098938,1,1.0,0.0
KPNB1,1.9987307,0.28605115,1.516191041469574,2.4676203250885007,1,1.0,0.0
ITM2C,4.3522496,0.22653514,3.94906941652298,4.676895284652709,1,1.0,0.0
ITM2B,2.201549,0.2094452,1.8358897626399995,2.517713165283203,1,1.0,0.0
ITM2A,2.2918704,0.26115033,1.8533045768737793,2.7250550985336304,1,1.0,0.0
ITGB8,2.086959,0.18555088,1.7722626864910125,2.3791767120361325,1,1.0,0.0
WDR41,2.808735,0.35614344,2.1986783504486085,3.376140773296356,1,1.0,0.0
SLC1A2,1.6393183,0.083064556,1.5013078451156616,1.773469877243042,1,1.0,0.0
ITGB5,3.0050106,0.21209915,2.633039379119873,3.3349156618118285,1,1.0,0.0
SLC1A3,2.9499707,0.07334433,2.821975755691528,3.07257936000824,1,1.0,0.0
C2orf72,2.5351675,0.14859971,2.2849161505699156,2.767678141593933,1,1.0,0.0
SLC1A4,2.3935707,0.36111528,1.7778927564620972,2.9387691140174863,1,1.0,0.0
ITGAV,2.7712455,0.36458403,2.1069199919700625,3.347207641601562,1,1.0,0.0
ITGA6,2.4455543,0.285129,1.9529482305049897,2.877772378921509,1,1.0,0.0
UBE2L5,-2.1907902,0.06367141,-2.2570804953575134,-2.0729391455650332,1,1.0,0.0
SLC25A18,2.7068012,0.27785882,2.2436434507369993,3.1569432854652404,1,1.0,0.0
IQSEC1,2.7310374,0.27224737,2.279634928703308,3.142905223369598,1,1.0,0.0
IQGAP2,2.3685272,0.19474725,2.0396235823631286,2.659234201908111,1,1.0,0.0
C3orf70,2.4652002,0.23180746,2.079834055900574,2.842392957210541,1,1.0,0.0
WDR1,1.8864625,0.2691457,1.4471730530261995,2.3169946789741513,1,1.0,0.0
H1-10,-1.9592212,0.15828334,-2.1299256443977357,-1.6337359428405762,1,1.0,0.0
INTU,2.357791,0.2973953,1.8523569166660308,2.8159000396728513,1,1.0,0.0
INSYN1,1.6438055,0.17428182,1.3577941060066223,1.9255791962146755,1,1.0,0.0
INSM1,-1.8382481,0.09394004,-1.9333891332149507,-1.6666203141212463,1,1.0,0.0
H1-3,-1.888078,0.035785366,-1.9240681886672972,-1.8218238592147828,1,1.0,0.0
UBE2S,-1.6987182,0.13377194,-1.8557282507419586,-1.427186495065689,1,1.0,0.0
FSTL1,2.5353687,0.11869035,2.3407251834869385,2.723304104804993,1,1.0,0.0
ILK,2.1185646,0.36916548,1.4908296763896942,2.742167627811432,1,1.0,0.0
SLC2A14,2.7129233,0.15915723,2.4429244518280027,2.955560910701752,1,1.0,0.0
IVNS1ABP,-1.825834,0.066515625,-1.8961460590362549,-1.7005847752094272,1,1.0,0.0
SLC16A1,2.2852545,0.28119916,1.825552272796631,2.725666904449463,1,1.0,0.0
FN1,2.7563517,0.3222272,2.191449224948883,3.271488976478577,1,1.0,0.0
SLC15A2,2.103082,0.16319092,1.8355478405952452,2.3594709157943727,1,1.0,0.0
SFRP1,3.3746116,0.13624099,3.142814230918884,3.5862127423286436,1,1.0,0.0
KLRD1,-2.3467517,0.01481702,-2.3685099840164185,-2.3218313694000243,1,1.0,0.0
SFXN5,2.240748,0.30966398,1.6972614705562592,2.7532350897789004,1,1.0,0.0
SYT11,2.3543465,0.15429692,2.0927703380584717,2.5997286319732664,1,1.0,0.0
WSB1,2.3767107,0.21656415,2.0212412595748903,2.7025161743164063,1,1.0,0.0
SGSM2,2.3656259,0.3568596,1.7936801970005034,2.9271860241889955,1,1.0,0.0
FERMT2,2.7832088,0.35501003,2.138917875289917,3.3291679143905637,1,1.0,0.0
KLF6,3.0971322,0.3378479,2.489056932926178,3.597121572494507,1,1.0,0.0
KIF5C,2.1267657,0.22946078,1.7482822060585022,2.495244061946869,1,1.0,0.0
FGFBP3,3.018569,0.2370414,2.640714359283447,3.3996007561683657,1,1.0,0.0
FGFR1,3.2184362,0.34413087,2.6298898696899413,3.7567244529724118,1,1.0,0.0
KIF1B,2.4052498,0.28600568,1.9308587670326234,2.844343078136444,1,1.0,0.0
KIF1A,2.1789691,0.23898159,1.7820010423660277,2.554027199745178,1,1.0,0.0
FBN2,2.3789642,0.12071513,2.172985291481018,2.567011904716492,1,1.0,0.0
FGFR3,2.6609251,0.21790071,2.299757981300354,3.0007941961288447,1,1.0,0.0
FHOD3,2.3509624,0.31477675,1.8093577027320862,2.850335657596588,1,1.0,0.0
SNX5,3.2311337,0.29156598,2.7336344599723814,3.682982885837555,1,1.0,0.0
KCTD15,-1.8706739,0.115821674,-1.9958320915699006,-1.662325263023377,1,1.0,0.0
C1orf61,3.0931349,0.107254796,2.904403805732727,3.2615835547447207,1,1.0,0.0
FKBP9,2.6203036,0.26996452,2.158112609386444,3.0553394556045532,1,1.0,0.0
KCNK10,2.2761402,0.31688607,1.7650023937225343,2.7664966106414792,1,1.0,0.0
FLNA,2.0780985,0.27767,1.6161778211593627,2.5253715395927427,1,1.0,0.0
SNX3,2.0926154,0.1947717,1.7670906543731688,2.4147262573242188,1,1.0,0.0
SLC12A2,1.5649973,0.1516577,1.3165987372398376,1.8173878908157348,1,1.0,0.0
KAZN,2.853475,0.29726124,2.385133361816406,3.3514174461364745,1,1.0,0.0
KAT2B,2.0246477,0.31419626,1.509099704027176,2.5628033161163333,1,1.0,0.0
JUN,2.073239,0.23592244,1.6739996612071992,2.44353756904602,1,1.0,0.0
JPH1,2.2762232,0.34302208,1.7432643830776215,2.837326192855835,1,1.0,0.0
SOAT1,3.2617726,0.32257316,2.7013772368431095,3.761800122261047,1,1.0,0.0
TMEM184B,2.1913688,0.36230814,1.5733051955699922,2.7517332553863523,1,1.0,0.0
H2BC3,-1.8356202,0.05164859,-1.885887849330902,-1.7347876548767092,1,1.0,0.0
PPIA,1.5324446,0.104720175,1.3626256704330444,1.70390625,1,1.0,0.0
ADGRG1,2.9194093,0.15248871,2.6704379320144653,3.1635093092918396,1,1.0,0.0
PHAX,-2.2854185,0.1360371,-2.410885012149811,-2.0385564208030704,1,1.0,0.0
ZNF814,-2.0345986,0.118968874,-2.150077438354492,-1.8091482400894168,1,1.0,0.0
DDB1,2.0411084,0.27273443,1.5929523229598999,2.4843052506446837,1,1.0,0.0
PAQR8,2.5979037,0.17233308,2.307436072826386,2.874097967147827,1,1.0,0.0
GNB2,3.0648196,0.34931517,2.467406499385834,3.624571180343628,1,1.0,0.0
AKAP12,2.88194,0.31630972,2.3111965537071226,3.375360536575317,1,1.0,0.0
"POTEJ,POTEE,POTEF,POTEI",3.8235757,0.23917064,3.408477938175201,4.183452272415161,1,1.0,0.0
DCX,-2.2724493,0.12867936,-2.416095530986786,-2.030683195590973,1,1.0,0.0
"ZNF69,ZNF763",-2.1190665,0.026620736,-2.1544538259506223,-2.073599410057068,1,1.0,0.0
ADGRB3,2.2882404,0.2795965,1.8183438301086425,2.7289224147796634,1,1.0,0.0
CD24,-2.056491,0.08363577,-2.1360172271728515,-1.901761156320572,1,1.0,0.0
ADGRB1,2.2018242,0.1417261,1.9579307556152343,2.4318577885627746,1,1.0,0.0
PPA1,2.1762433,0.23283502,1.7774053275585173,2.5552706241607663,1,1.0,0.0
DDAH1,2.1937227,0.11946672,1.9918539404869078,2.383070063591003,1,1.0,0.0
GNAO1,1.8775138,0.1213689,1.67415030002594,2.0702529549598694,1,1.0,0.0
PPP1CB,3.264237,0.2394511,2.8627222895622255,3.634962320327759,1,1.0,0.0
ADGRL2,2.1676912,0.15832618,1.8940920054912567,2.4188174843788146,1,1.0,0.0
ZNF595,-2.3059719,0.11403391,-2.415596497058868,-2.1021447062492373,1,1.0,0.0
CRYZ,2.4532561,0.34527072,1.8622189998626708,3.0256203651428226,1,1.0,0.0
DDR1,2.2129679,0.1742359,1.9170018851757051,2.4829455256462096,1,1.0,0.0
GOLM1,1.9547304,0.25648525,1.5079873204231262,2.363042306900024,1,1.0,0.0
ACADVL,2.7629235,0.4181695,2.0187815189361573,3.4190557122230527,1,1.0,0.0
PAG1,3.7885602,0.30877662,3.2468587517738343,4.239327502250672,1,1.0,0.0
PON2,3.8072243,0.29366893,3.2847700595855716,4.232506442070007,1,1.0,0.0
PRAMEF1,-2.2430427,0.112861425,-2.3659814476966856,-2.0127679109573364,1,1.0,0.0
ACAT2,2.4143996,0.2969943,1.9293122828006743,2.9059730768203735,1,1.0,0.0
"TRIM51,TRIM51EP",2.2500875,0.25653315,1.8041412651538848,2.6412873268127437,1,1.0,0.0
PHYHIPL,2.594537,0.28909662,2.0974762201309205,3.06279616355896,1,1.0,0.0
PHLPP1,2.3145082,0.27888003,1.8658651411533356,2.7507918715476984,1,1.0,0.0
DHFR,-2.4654768,0.01623319,-2.4908518552780152,-2.439503598213196,1,1.0,0.0
ADGRV1,2.625726,0.21037453,2.266436898708344,2.9550967454910277,1,1.0,0.0
"PALLD,CBR4",1.8920072,0.17150125,1.5997711956501006,2.1717018127441405,1,1.0,0.0
ADD3,2.987553,0.34871233,2.397750186920166,3.524852812290191,1,1.0,0.0
CRB2,2.4247901,0.2955426,1.946374386548996,2.872675657272339,1,1.0,0.0
PTP4A1,1.7099558,0.17529315,1.4260126173496246,1.9905546963214873,1,1.0,0.0
PSAT1,2.9698503,0.16512078,2.7088531732559202,3.2385084986686703,1,1.0,0.0
PPP1R17,-1.959722,0.063276924,-2.0207985639572144,-1.8504784762859345,1,1.0,0.0
PDIA4,2.2248242,0.31586123,1.6635440349578856,2.719343447685241,1,1.0,0.0
PDGFRB,1.8691607,0.2261863,1.4953524947166443,2.2428132057189942,1,1.0,0.0
AIF1L,2.4383857,0.22746362,2.0599956274032594,2.7830394029617307,1,1.0,0.0
PDGFC,1.6411551,0.13185652,1.420293527841568,1.8507934093475342,1,1.0,0.0
AHNAK,2.7010026,0.34323192,2.1210613965988157,3.23105388879776,1,1.0,0.0
"PPP1R13B,ZFYVE21",2.4611294,0.3759463,1.841873002052307,3.0633021235466003,1,1.0,0.0
ADAM10,2.1124372,0.3062976,1.6091075301170348,2.6244304656982425,1,1.0,0.0
ADAM15,1.8057243,0.08130325,1.6719470262527467,1.935190486907959,1,1.0,0.0
TNFAIP2,2.60833,0.23758091,2.199156618118286,2.982169032096862,1,1.0,0.0
DBI,3.4435682,0.21590032,3.08467583656311,3.786764371395111,1,1.0,0.0
CRH,2.511737,0.08746558,2.367577838897705,2.6554303765296936,1,1.0,0.0
TNC,3.238342,0.05405047,3.147983133792877,3.3235068798065184,1,1.0,0.0
GPC1,3.0733163,0.2311554,2.6836578130722044,3.446193170547485,1,1.0,0.0
PDPN,1.6518934,0.17108873,1.3725978374481203,1.9306314587593079,1,1.0,0.0
DAG1,2.9874473,0.30055523,2.4653471827507016,3.456775486469269,1,1.0,0.0
PBXIP1,2.0878282,0.2926083,1.5764719367027282,2.558606517314911,1,1.0,0.0
PFN1,2.285828,0.31617302,1.7510260224342347,2.79498633146286,1,1.0,0.0
ADD1,2.9502113,0.2337456,2.569471609592438,3.322447264194488,1,1.0,0.0
PTN,3.861417,0.059572935,3.7602149367332456,3.9573536396026614,1,1.0,0.0
CYP51A1,3.7729108,0.30407935,3.237812948226929,4.22721118927002,1,1.0,0.0
PTMA,-1.9538376,0.067629606,-2.0200374841690065,-1.8299227714538575,1,1.0,0.0
PRXL2A,2.4933898,0.23213205,2.0931655287742617,2.8705637097358703,1,1.0,0.0
PENK,-1.8136345,0.057440933,-1.8796552062034606,-1.7034689605236053,1,1.0,0.0
ACSS1,1.9067162,0.17199461,1.615618669986725,2.1893791556358337,1,1.0,0.0
PPP2CB,2.0586438,0.21801211,1.681796622276306,2.4045694947242735,1,1.0,0.0
ADCY2,2.2790663,0.3429762,1.7012379229068757,2.814833605289459,1,1.0,0.0
PEG3,1.7013471,0.20938693,1.3433143258094788,2.034942591190338,1,1.0,0.0
PEA15,2.9982588,0.056467015,2.902730393409729,3.0910106778144835,1,1.0,0.0
ZNF771,1.6185006,0.16490157,1.3532427728176117,1.885783964395523,1,1.0,0.0
GPM6B,3.72505,0.17324722,3.435289704799652,3.9979792714118956,1,1.0,0.0
PPIB,2.8550217,0.37032545,2.2268303990364076,3.4319991946220396,1,1.0,0.0
AGRN,1.8755846,0.24884202,1.4624715507030488,2.2613875985145566,1,1.0,0.0
GNAI2,2.859756,0.19725877,2.5226495265960693,3.1726666212081907,1,1.0,0.0
DHCR7,2.2005982,0.30371326,1.686771434545517,2.683647394180298,1,1.0,0.0
ADAM9,2.31238,0.28533173,1.824611485004425,2.7773818254470823,1,1.0,0.0
CTNND2,2.8330884,0.37382862,2.200259506702423,3.415874600410461,1,1.0,0.0
SPRY2,2.1160917,0.12700574,1.910457855463028,2.3238916754722596,1,1.0,0.0
CTNNB1,2.9091845,0.3223503,2.338722455501556,3.414344251155853,1,1.0,0.0
TPP1,2.208108,0.32093766,1.6809298276901246,2.7346877574920656,1,1.0,0.0
SPRY1,2.2993257,0.3184386,1.7719328999519348,2.8405362248420714,1,1.0,0.0
PLAGL1,1.7271209,0.10715516,1.5456136047840119,1.8918437480926513,1,1.0,0.0
PLAT,2.6414828,0.2859869,2.1931107521057127,3.0803985357284547,1,1.0,0.0
P4HA1,1.64348,0.20293671,1.308485597372055,1.987345403432846,1,1.0,0.0
PTPRF,1.6233505,0.14536989,1.38553307056427,1.8616920471191405,1,1.0,0.0
TMEM30A,1.6192471,0.091788165,1.472808063030243,1.7721421360969545,1,1.0,0.0
PTPRG,1.4066422,0.11930911,1.2054958522319794,1.6037843525409698,1,1.0,0.0
CSPG5,3.2109637,0.23141809,2.8076929569244387,3.5627358913421627,1,1.0,0.0
ABAT,2.2377753,0.34375912,1.651989006996155,2.7813411951065063,1,1.0,0.0
PTPRZ1,3.9192123,0.069070764,3.8053897261619567,4.033585095405578,1,1.0,0.0
PREX2,2.7607164,0.2252698,2.379291355609894,3.1262921214103696,1,1.0,0.0
CTNNA1,2.7345998,0.37662065,2.094627845287323,3.327954351902008,1,1.0,0.0
PRDX5,2.1273415,0.24722989,1.7264332890510559,2.5338038325309755,1,1.0,0.0
TPI1,1.7894692,0.12626068,1.5699045538902283,1.9899356007575988,1,1.0,0.0
