"","x"
"11658","PKD1P1,LOC102724993,PKD1P4-NPIPA8,PKD1P3-NPIPA1,NPIPA2,PKD1P6-NPIPP1,NPIPA3,NPIPA1,NPIPA8,NPIPA5,NPIPA7,PKD1P5-LOC105376752"
"11659","PKD2"
"11660","PKD2L1"
"11661","PKD2L2"
"11662","PKDCC"
"11663","PKDREJ"
"11664","PKHD1"
"11665","PKHD1L1"
"11666","PKIA"
"11667","PKIB"
"11668","PKIG"
"11669","PKLR"
"11670","PKM"
"11671","PKMYT1"
"11672","PKN1"
"11673","PKN2"
"11674","PKN3"
"11675","PKNOX1"
"11676","PKNOX2"
"11677","PKP1"
"11678","PKP2"
"11679","PKP3"
"11680","PKP4"
"11681","PLA1A"
"11682","PLA2G10"
"11683","PLA2G12A"
"11684","PLA2G12B"
"11685","PLA2G15"
"11686","PLA2G1B"
"11687","PLA2G2A"
"11688","PLA2G2C"
"11689","PLA2G2D"
"11690","PLA2G2E"
"11691","PLA2G2F"
"11692","PLA2G3"
"11693","PLA2G4A"
"11694","PLA2G4B"
"11695","PLA2G4C"
"11696","PLA2G4D"
"11697","PLA2G4E"
"11698","PLA2G4F"
"11699","PLA2G5"
"11700","PLA2G6"
"11701","PLA2G7"
"11702","PLA2R1"
"11703","PLAA"
"11704","PLAAT1"
"11705","PLAAT2"
"11706","PLAAT3"
"11707","PLAAT4"
"11708","PLAAT5"
"11709","PLAC1"
"11710","PLAC8"
"11711","PLAC8L1"
"11712","PLAC9"
"11713","PLAG1"
"11714","PLAGL1"
"11715","PLAGL2"
"11716","PLAT"
"11717","PLAU"
"11718","PLAUR"
"11719","PLB1"
"11720","PLBD1"
"11721","PLBD2"
"11722","PLCB1"
"11723","PLCB2"
"11724","PLCB3"
"11725","PLCB4"
"11726","PLCD1"
"11727","PLCD3"
"11728","PLCD4"
"11729","PLCE1"
"11730","PLCG1"
"11731","PLCG2"
"11732","PLCH1"
"11733","PLCH2"
"11734","PLCL1"
"11735","PLCL2"
"11736","PLCXD1"
"11737","PLCXD2"
"11738","PLCXD3"
"11739","PLCZ1"
"11740","PLD1"
"11741","PLD2"
"11742","PLD3"
"11743","PLD4"
"11744","PLD5"
"11745","PLD6"
"11746","PLEC"
"11747","PLEK"
"11748","PLEK2"
"11749","PLEKHA1"
"11750","PLEKHA2"
"11751","PLEKHA3"
"11752","PLEKHA4"
"11753","PLEKHA5"
"11754","PLEKHA6"
"11755","PLEKHA7"
"11756","PLEKHA8"
"11757","PLEKHB1"
"11758","PLEKHB2"
"11759","PLEKHD1"
"11760","PLEKHF1"
"11761","PLEKHF2"
"11762","PLEKHG1"
"11763","PLEKHG2"
"11764","PLEKHG3,SPTB"
"11765","PLEKHG4"
"11766","PLEKHG4B"
"11767","PLEKHG5"
"11768","PLEKHG6"
"11769","PLEKHH1"
"11770","PLEKHH2"
"11771","PLEKHH3"
"11772","PLEKHJ1"
"11773","PLEKHM1"
"11774","PLEKHM2"
"11775","PLEKHM3"
"11776","PLEKHN1"
"11777","PLEKHO1"
"11778","PLEKHO2"
"11779","PLEKHS1"
"11780","PLET1"
"11781","PLGRKT"
"11782","PLIN1"
"11783","PLIN2"
"11784","PLIN3"
"11785","PLIN4"
"11786","PLIN5"
"11787","PLK1"
"11788","PLK2"
"11789","PLK3"
"11790","PLK4"
"11791","PLK5"
"11792","PLLP"
"11793","PLN"
"11794","PLOD1"
"11795","PLOD2"
"11796","PLOD3"
"11797","PLP1"
"11798","PLP2"
"11799","PLPBP"
"11800","PLPP1,MTREX"
"11801","PLPP2"
"11802","PLPP3"
"11803","PLPP4"
"11804","PLPP5"
"11805","PLPP6"
"11806","PLPP7"
"11807","PLPPR1"
"11808","PLPPR2"
"11809","PLPPR4"
"11810","PLPPR5"
"11811","PLRG1"
"11812","PLS1"
"11813","PLS3"
"11814","PLSCR1"
"11815","PLSCR2"
"11816","PLSCR3,TMEM256-PLSCR3,TNK1"
"11817","PLSCR4"
"11818","PLSCR5"
"11819","PLTP"
"11820","PLVAP"
"11821","PLXDC1"
"11822","PLXDC2"
"11823","PLXNA1"
"11824","PLXNA2"
"11825","PLXNA3"
"11826","PLXNA4"
"11827","PLXNB1"
"11828","PLXNB2"
"11829","PLXNB3"
"11830","PLXNC1"
"11831","PLXND1"
"11832","PM20D1"
"11833","PM20D2"
"11834","PMAIP1"
"11835","PMCH"
"11836","PMEL"
"11837","PMEPA1"
"11838","PMF1"
"11839","PMF1-BGLAP,BGLAP"
"11840","PMFBP1"
"11841","PML"
"11842","PMM1"
"11843","PMM2"
"11844","PMP2"
"11845","PMP22"
"11846","PMPCA"
"11847","PMPCB"
"11848","PMS1"
"11849","PMS2"
"11850","PMVK"
"11851","PNCK"
"11852","PNISR"
"11853","PNKD"
"11854","PNKP"
"11855","PNLDC1"
"11856","PNLIP"
"11857","PNLIPRP1"
"11858","PNLIPRP2"
"11859","PNLIPRP3"
"11860","PNMA1"
"11861","PNMA2"
"11862","PNMA3"
"11863","PNMA5"
"11864","PNMA6A"
"11865","PNMA6E"
"11866","PNMA6F"
"11867","PNMA8A"
"11868","PNMA8B"
"11869","PNMT"
"11870","PNN"
"11871","PNO1"
"11872","PNOC"
"11873","PNP"
"11874","PNPLA1"
"11875","PNPLA2"
"11876","PNPLA3"
"11877","PNPLA4"
"11878","PNPLA5"
"11879","PNPLA6"
"11880","PNPLA7"
"11881","PNPLA8"
"11882","PNPO"
"11883","PNPT1"
"11884","PNRC1"
"11885","PNRC2"
"11886","POC1A"
"11887","POC1B"
"11888","POC1B-GALNT4,GALNT4"
"11889","POC5"
"11890","PODN"
"11891","PODNL1"
"11892","PODXL"
"11893","PODXL2"
"11894","POF1B"
"11895","POFUT1"
"11896","POFUT2"
"11897","POGK"
"11898","POGLUT1"
"11899","POGLUT2"
"11900","POGLUT3"
"11901","POGZ"
"11902","POLA1"
"11903","POLA2"
"11904","POLB"
"11905","POLD1"
"11906","POLD2"
"11907","POLD3"
"11908","POLD4"
"11909","POLDIP2"
"11910","POLDIP3"
"11911","POLE"
"11912","POLE2"
"11913","POLE3"
"11914","POLE4"
"11915","POLG"
"11916","POLG2"
"11917","POLH"
"11918","POLI"
"11919","POLK"
"11920","POLL"
"11921","POLM"
"11922","POLN"
"11923","POLQ"
"11924","POLR1A"
"11925","POLR1B"
"11926","POLR1C"
"11927","POLR1D"
"11928","POLR1E"
"11929","POLR2A"
"11930","POLR2B"
"11931","POLR2C"
"11932","POLR2D"
"11933","POLR2E"
"11934","POLR2F"
"11935","POLR2G"
"11936","POLR2H"
"11937","POLR2I"
"11938","POLR2J"
"11939","POLR2J2,UPK3BL1,POLR2J4,POLR2J3,UPK3BL2"
"11940","POLR2K"
"11941","POLR2L"
"11942","POLR2M"
"11943","POLR3A"
"11944","POLR3B"
"11945","POLR3C"
"11946","POLR3D"
"11947","POLR3E"
"11948","POLR3F"
"11949","POLR3G"
"11950","POLR3GL"
"11951","POLR3H"
"11952","POLR3K"
"11953","POLRMT"
"11954","POM121C"
"11955","POM121L12"
"11956","POM121L2"
"11957","POMC"
"11958","POMGNT1"
"11959","POMGNT2"
"11960","POMK"
"11961","POMP"
"11962","POMT1"
"11963","POMT2"
"11964","PON1"
"11965","PON2"
"11966","PON3"
"11967","POP1"
"11968","POP4"
"11969","POP5"
"11970","POP7"
"11971","POPDC2"
"11972","POPDC3"
"11973","POR"
"11974","PORCN"
"11975","POSTN"
"11976","POT1"
"11977","POTEA"
"11978","POTEJ,POTEE,POTEF,POTEI"
"11979","POTEM,POTEG,POTEH"
"11980","POU1F1"
"11981","POU2AF1"
"11982","POU2F1"
"11983","POU2F2"
"11984","POU2F3"
"11985","POU3F1"
"11986","POU3F2"
"11987","POU3F3"
"11988","POU3F4"
"11989","POU4F1"
"11990","POU4F2"
"11991","POU4F3"
"11992","POU5F2"
"11993","POU6F1"
"11994","POU6F2"
"11995","PP2D1"
"11996","PPA1"
"11997","PPA2"
"11998","PPAN"
"11999","PPAN-P2RY11,P2RY11"
"12000","PPARA"
"12001","PPARD"
"12002","PPARG"
"12003","PPARGC1A"
"12004","PPARGC1B"
"12005","PPAT"
"12006","PPBP"
"12007","PPCDC"
"12008","PPCS"
"12009","PPDPF"
"12010","PPDPFL"
"12011","PPEF1"
"12012","PPEF2"
"12013","PPFIA1"
"12014","PPFIA2"
"12015","PPFIA3"
"12016","PPFIA4"
"12017","PPFIBP1"
"12018","PPFIBP2"
"12019","PPHLN1"
"12020","PPIA"
"12021","PPIAL4D,PPIAL4C,PPIAL4E,PPIAL4H,PPIAL4F"
"12022","PPIAL4G,PPIAL4C,PPIAL4A,PPIAL4E,PPIAL4H,PPIAL4F"
"12023","PPIB"
"12024","PPIC"
"12025","PPID"
"12026","PPIE"
"12027","PPIF"
"12028","PPIG"
"12029","PPIH"
"12030","PPIL1"
"12031","PPIL2,YPEL1"
"12032","PPIL3"
"12033","PPIL4"
"12034","PPIL6"
"12035","PPIP5K1"
"12036","PPIP5K1P1-CATSPER2,CATSPER2"
"12037","PPIP5K2"
"12038","PPL"
"12039","PPM1A"
"12040","PPM1B,LOC102723904"
"12041","PPM1D"
"12042","PPM1E"
"12043","PPM1F"
"12044","PPM1G"
"12045","PPM1H"
"12046","PPM1J"
"12047","PPM1K"
"12048","PPM1L"
"12049","PPM1M"
"12050","PPM1N"
"12051","PPME1"
"12052","PPP1CA"
"12053","PPP1CB"
"12054","PPP1CC"
"12055","PPP1R10"
"12056","PPP1R11"
"12057","PPP1R12A"
"12058","PPP1R12B"
"12059","PPP1R12C"
"12060","PPP1R13B,ZFYVE21"
"12061","PPP1R13L"
"12062","PPP1R14A"
"12063","PPP1R14C"
"12064","PPP1R14D"
"12065","PPP1R15A"
"12066","PPP1R15B"
"12067","PPP1R16A"
"12068","PPP1R16B"
"12069","PPP1R17"
"12070","PPP1R1A"
"12071","PPP1R1B"
"12072","PPP1R1C"
"12073","PPP1R2"
"12074","PPP1R21"
"12075","PPP1R26"
"12076","PPP1R27"
"12077","PPP1R2C"
"12078","PPP1R32"
"12079","PPP1R35"
"12080","PPP1R36"
"12081","PPP1R37"
"12082","PPP1R3A"
"12083","PPP1R3B"
"12084","PPP1R3C"
"12085","PPP1R3D"
"12086","PPP1R3E"
"12087","PPP1R3F"
"12088","PPP1R3G"
"12089","PPP1R42"
"12090","PPP1R7"
"12091","PPP1R8"
"12092","PPP1R9A"
"12093","PPP1R9B"
"12094","PPP2CA"
"12095","PPP2CB"
"12096","PPP2R1A"
"12097","PPP2R1B"
"12098","PPP2R2A"
"12099","PPP2R2B"
"12100","PPP2R2C"
"12101","PPP2R2D"
"12102","PPP2R3A"
"12103","PPP2R3B"
"12104","PPP2R3C"
"12105","PPP2R5A"
"12106","PPP2R5B"
"12107","PPP2R5C"
"12108","PPP2R5D"
"12109","PPP2R5E"
"12110","PPP3CA"
"12111","PPP3CB"
"12112","PPP3CC"
"12113","PPP3R1"
"12114","PPP3R2"
"12115","PPP4C"
"12116","PPP4R1"
"12117","PPP4R2"
"12118","PPP4R3A"
"12119","PPP4R3B"
"12120","PPP4R3C"
"12121","PPP4R4"
"12122","PPP5C"
"12123","PPP5D1"
"12124","PPP6C"
"12125","PPP6R1"
"12126","PPP6R2"
"12127","PPP6R3"
"12128","PPRC1"
"12129","PPT1,CAP1"
"12130","PPT2"
"12131","PPTC7"
"12132","PPWD1"
"12133","PPY"
"12134","PQBP1"
"12135","PRAC1"
"12136","PRADC1"
"12137","PRAF2"
"12138","PRAG1"
"12139","PRAM1"
"12140","PRAME"
"12141","PRAMEF1"
"12142","PRAMEF10,PRAMEF33"
"12143","PRAMEF11,PRAMEF4,PRAMEF25,PRAMEF9,PRAMEF26,LOC112268320,PRAMEF5,PRAMEF27,PRAMEF6,PRAMEF15"
"12144","PRAMEF12"
"12145","PRAMEF14,PRAMEF13"
"12146","PRAMEF2"
"12147","PRAMEF20"
"12148","PRAMEF8,PRAMEF7"
"12149","PRAP1"
"12150","PRB1,PRB2"
"12151","PRB3"
"12152","PRB4"
"12153","PRC1"
"12154","PRCC"
"12155","PRCD"
"12156","PRCP"
"12157","PRDM1"
"12158","PRDM10"
"12159","PRDM11"
"12160","PRDM12"
"12161","PRDM13"
"12162","PRDM14"
"12163","PRDM15"
"12164","PRDM16"
"12165","PRDM2"
"12166","PRDM4"
"12167","PRDM5"
"12168","PRDM6"
"12169","PRDM7,PRDM9"
"12170","PRDM8"
"12171","PRDX1"
"12172","PRDX2"
"12173","PRDX3"
"12174","PRDX4"
"12175","PRDX5"
"12176","PRDX6"
"12177","PREB"
"12178","PRELID1"
"12179","PRELID2"
"12180","PRELID3A"
"12181","PRELID3B"
"12182","PRELP"
"12183","PREP"
"12184","PREPL"
"12185","PREX1"
"12186","PREX2"
"12187","PRF1"
"12188","PRG2"
"12189","PRG3"
"12190","PRG4"
"12191","PRH1-PRR4,PRH1,PRH2"
"12192","PRH1-PRR4,PRR4"
"12193","PRH1-TAS2R14,TAS2R14"
"12194","PRICKLE1"
"12195","PRICKLE2"
"12196","PRICKLE3"
"12197","PRICKLE4"
"12198","PRIM1"
"12199","PRIM2"
"12200","PRIMA1"
"12201","PRIMPOL"
"12202","PRKAA1"
"12203","PRKAA2"
"12204","PRKAB1"
"12205","PRKAB2"
"12206","PRKACA"
"12207","PRKACB"
"12208","PRKACG"
"12209","PRKAG1"
"12210","PRKAG2"
"12211","PRKAG3"
"12212","PRKAR1A"
"12213","PRKAR1B"
"12214","PRKAR2A"
"12215","PRKAR2B"
"12216","PRKCA"
"12217","PRKCB"
"12218","PRKCD"
"12219","PRKCE"
"12220","PRKCG"
"12221","PRKCH"
"12222","PRKCI"
"12223","PRKCQ"
"12224","PRKCSH"
"12225","PRKCZ"
"12226","PRKD1"
"12227","PRKD2"
"12228","PRKD3"
"12229","PRKDC"
"12230","PRKG1"
"12231","PRKG2"
"12232","PRKN"
"12233","PRKRA"
"12234","PRKRIP1"
"12235","PRKX"
"12236","PRL"
"12237","PRLH"
"12238","PRLHR"
"12239","PRLR"
"12240","PRM1"
"12241","PRM2"
"12242","PRM3"
"12243","PRMT1"
"12244","PRMT2"
"12245","PRMT3"
"12246","PRMT5"
"12247","PRMT6"
"12248","PRMT7"
"12249","PRMT8"
"12250","PRMT9"
"12251","PRND"
"12252","PRNP"
"12253","PROB1"
"12254","PROC"
"12255","PROCA1"
"12256","PROCR"
"12257","PRODH2"
"12258","PROK1"
"12259","PROK2"
"12260","PROKR1"
"12261","PROKR2"
"12262","PROM1"
"12263","PROM2"
"12264","PROP1"
"12265","PRORP"
"12266","PRORY"
"12267","PROS1"
"12268","PROSER1"
"12269","PROSER2"
"12270","PROSER3"
"12271","PROX1"
"12272","PROX2"
"12273","PROZ"
"12274","PRPF18"
"12275","PRPF19"
"12276","PRPF3"
"12277","PRPF31"
"12278","PRPF38A"
"12279","PRPF38B"
"12280","PRPF39"
"12281","PRPF4"
"12282","PRPF40A"
"12283","PRPF40B"
"12284","PRPF4B"
"12285","PRPF6"
"12286","PRPF8"
"12287","PRPH"
"12288","PRPH2"
"12289","PRPS1"
"12290","PRPS1L1"
"12291","PRPS2"
"12292","PRPSAP1"
"12293","PRPSAP2"
"12294","PRR11"
"12295","PRR12"
"12296","PRR13"
"12297","PRR14"
"12298","PRR14L"
"12299","PRR15"
"12300","PRR15L"
"12301","PRR16"
"12302","PRR18"
"12303","PRR19"
"12304","PRR20G"
"12305","PRR22"
"12306","PRR23A"
"12307","PRR23B"
"12308","PRR23C"
"12309","PRR23D1,PRR23D2"
"12310","PRR25"
"12311","PRR26"
"12312","PRR27"
"12313","PRR29"
"12314","PRR3"
"12315","PRR30"
"12316","PRR32"
"12317","PRR35"
"12318","PRR36"
"12319","PRR5"
"12320","PRR5L"
"12321","PRR7"
"12322","PRR9"
"12323","PRRC1"
"12324","PRRC2A"
"12325","PRRC2B"
"12326","PRRC2C"
"12327","PRRG1"
"12328","PRRG2"
"12329","PRRG3"
"12330","PRRG4"
"12331","PRRT1"
"12332","PRRT1B"
"12333","PRRT2"
"12334","PRRT3"
"12335","PRRT4"
"12336","PRRX1"
"12337","PRRX2"
"12338","PRSS1,PRSS2"
"12339","PRSS12"
"12340","PRSS16"
"12341","PRSS21"
"12342","PRSS22"
"12343","PRSS23"
"12344","PRSS27"
"12345","PRSS3"
"12346","PRSS33"
"12347","PRSS35"
"12348","PRSS36"
"12349","PRSS37"
"12350","PRSS38"
"12351","PRSS41"
"12352","PRSS48"
"12353","PRSS50"
"12354","PRSS53"
"12355","PRSS54"
"12356","PRSS55"
"12357","PRSS56"
"12358","PRSS57"
"12359","PRSS58"
"12360","PRSS8"
"12361","PRTFDC1"
"12362","PRTG"
"12363","PRTN3"
"12364","PRUNE1"
"12365","PRUNE2"
"12366","PRX"
"12367","PRXL2A"
"12368","PRXL2B"
"12369","PRXL2C"
"12370","PRY2,PRY"
"12371","PSAPL1"
"12372","PSAT1"
"12373","PSCA"
"12374","PSD"
"12375","PSD2"
"12376","PSD3"
"12377","PSD4"
"12378","PSEN1"
"12379","PSEN2"
"12380","PSENEN"
"12381","PSG4"
"12382","PSG5,PSG6,PSG7,PSG11,PSG3,PSG10P"
"12383","PSG5,PSG6,PSG9,PSG8,PSG1"
"12384","PSG6,PSG7,PSG11,PSG8,PSG2"
"12385","PSIP1"
"12386","PSKH1"
"12387","PSKH2"
"12388","PSMA1"
"12389","PSMA2"
"12390","PSMA3"
"12391","PSMA4"
"12392","PSMA5"
"12393","PSMA6"
"12394","PSMA7"
"12395","PSMA8"
"12396","PSMB1"
"12397","PSMB10"
"12398","PSMB11"
"12399","PSMB2"
"12400","PSMB3"
"12401","PSMB4"
"12402","PSMB5"
"12403","PSMB6"
"12404","PSMB7"
"12405","PSMB8"
"12406","PSMB9"
"12407","PSMC1"
"12408","PSMC2"
"12409","PSMC3"
"12410","PSMC3IP"
"12411","PSMC4"
"12412","PSMC5"
"12413","PSMC6"
"12414","PSMD1"
"12415","PSMD10"
"12416","PSMD11"
"12417","PSMD12"
"12418","PSMD13"
"12419","PSMD14"
"12420","PSMD2"
"12421","PSMD3"
"12422","PSMD4"
"12423","PSMD5"
"12424","PSMD6"
"12425","PSMD7"
"12426","PSMD8"
"12427","PSMD9"
"12428","PSME1"
"12429","PSME2"
"12430","PSME3"
"12431","PSME4"
"12432","PSMF1"
"12433","PSMG1"
"12434","PSMG2"
"12435","PSMG3"
"12436","PSMG4"
"12437","PSORS1C1"
"12438","PSORS1C2"
"12439","PSPC1"
"12440","PSPH"
"12441","PSPN"
"12442","PSRC1"
"12443","PSTK"
"12444","PSTPIP1"
"12445","PSTPIP2"
"12446","PTAFR"
"12447","PTAR1"
"12448","PTBP2"
"12449","PTBP3"
"12450","PTCD2"
"12451","PTCD3"
"12452","PTCH1"
"12453","PTCH2"
"12454","PTCHD1"
"12455","PTCHD3"
"12456","PTCHD4"
"12457","PTCRA"
"12458","PTDSS1"
"12459","PTDSS2"
"12460","PTEN"
"12461","PTER"
"12462","PTF1A"
"12463","PTGDR"
"12464","PTGDR2"
"12465","PTGDS"
"12466","PTGER1"
"12467","PTGER2"
"12468","PTGER3,ZRANB2-AS1"
"12469","PTGER4"
"12470","PTGES"
"12471","PTGES2"
"12472","PTGES3"
"12473","PTGES3L"
"12474","PTGFR"
"12475","PTGIR"
"12476","PTGIS"
"12477","PTGR1"
"12478","PTGR2"
"12479","PTGS1"
"12480","PTGS2"
"12481","PTH"
"12482","PTH1R"
"12483","PTH2"
"12484","PTH2R"
"12485","PTHLH"
"12486","PTK2"
"12487","PTK2B"
"12488","PTK6"
"12489","PTK7"
"12490","PTMA"
"12491","PTMS"
"12492","PTN"
"12493","PTOV1"
"12494","PTP4A1"
"12495","PTP4A2"
"12496","PTP4A3"
"12497","PTPA"
"12498","PTPDC1"
"12499","PTPMT1"
"12500","PTPN1"
"12501","PTPN11"
"12502","PTPN12"
"12503","PTPN13"
"12504","PTPN14"
"12505","PTPN18"
"12506","PTPN2"
"12507","PTPN20"
"12508","PTPN21"
"12509","PTPN22"
"12510","PTPN23"
"12511","PTPN3"
"12512","PTPN4"
"12513","PTPN5"
"12514","PTPN6"
"12515","PTPN7"
"12516","PTPN9"
"12517","PTPRA"
"12518","PTPRC"
"12519","PTPRD"
"12520","PTPRE"
"12521","PTPRF"
"12522","PTPRG"
"12523","PTPRH"
"12524","PTPRJ"
"12525","PTPRK"
"12526","PTPRM"
"12527","PTPRN"
"12528","PTPRN2"
"12529","PTPRO"
"12530","PTPRQ"
"12531","PTPRR"
"12532","PTPRS"
"12533","PTPRT"
"12534","PTPRU"
"12535","PTPRZ1"
"12536","PTRH2"
"12537","PTRHD1"
"12538","PTS"
"12539","PTTG1"
"12540","PTTG1IP"
"12541","PTTG2"
"12542","PTX3"
"12543","PTX4"
"12544","PUDP"
"12545","PUF60"
"12546","PUM1"
"12547","PUM2"
"12548","PUM3"
"12549","PURA"
"12550","PURB"
"12551","PURG"
"12552","PUS1"
"12553","PUS10"
"12554","PUS3"
"12555","PUS7"
"12556","PUS7L"
"12557","PUSL1"
"12558","PVALB"
"12559","PVALEF"
"12560","PVR"
"12561","PVRIG"
"12562","PWP1"
"12563","PWWP2A"
"12564","PWWP2B"
"12565","PWWP3A"
"12566","PWWP3B"
"12567","PXDC1"
"12568","PXDN"
"12569","PXDNL"
"12570","PXK"
"12571","PXMP2"
"12572","PXMP4"
"12573","PXN"
"12574","PXT1"
"12575","PXYLP1"
"12576","PYCARD"
"12577","PYCR1"
"12578","PYCR2"
"12579","PYCR3"
"12580","PYDC1"
"12581","PYDC2"
"12582","PYGB"
"12583","PYGL"
"12584","PYGM"
"12585","PYGO1"
"12586","PYGO2"
"12587","PYHIN1"
"12588","PYM1"
"12589","PYROXD1"
"12590","PYROXD2"
"12591","PYURF,PIGY"
"12592","PYY"
"12593","PZP"
"12594","QARS1,QARS"
"12595","QDPR"
"12596","QKI"
"12597","QPCT"
"12598","QPCTL"
"12599","QPRT"
"12600","QRFP"
"12601","QRFPR"
"12602","QRICH1"
"12603","QRICH2"
"12604","QRSL1"
"12605","QSER1"
"12606","QSOX1"
"12607","QSOX2"
"12608","QTRT1"
"12609","QTRT2"
"12610","R3HCC1"
"12611","R3HCC1L"
"12612","R3HDM1"
"12613","R3HDM2"
"12614","R3HDM4"
"12615","R3HDML"
"12616","RAB10"
"12617","RAB11A"
"12618","RAB11B"
"12619","RAB11FIP1"
"12620","RAB11FIP2"
"12621","RAB11FIP3"
"12622","RAB11FIP4"
"12623","RAB11FIP5"
"12624","RAB12"
"12625","RAB13"
"12626","RAB14"
"12627","RAB15"
"12628","RAB17"
"12629","RAB18"
"12630","RAB19"
"12631","RAB1A"
"12632","RAB1B"
"12633","RAB20"
"12634","RAB21"
"12635","RAB22A"
"12636","RAB23"
"12637","RAB24"
"12638","RAB25"
"12639","RAB26"
"12640","RAB27A"
"12641","RAB27B"
"12642","RAB28"
"12643","RAB29"
"12644","RAB2A"
"12645","RAB2B"
"12646","RAB30"
"12647","RAB31"
"12648","RAB32"
"12649","RAB33A"
"12650","RAB33B"
"12651","RAB34"
"12652","RAB35"
"12653","RAB36"
"12654","RAB37"
"12655","RAB38"
"12656","RAB39A"
"12657","RAB39B"
"12658","RAB3A"
"12659","RAB3B"
"12660","RAB3C"
"12661","RAB3D"
"12662","RAB3GAP1"
"12663","RAB3GAP2"
"12664","RAB3IL1"
"12665","RAB3IP"
"12666","RAB40A"
"12667","RAB40AL"
"12668","RAB40B"
"12669","RAB40C"
"12670","RAB41"
"12671","RAB42"
"12672","RAB43"
"12673","RAB44"
"12674","RAB4A"
"12675","RAB4B,MIA-RAB4B,RAB4B-EGLN2"
"12676","RAB5A"
"12677","RAB5B,SUOX"
"12678","RAB5C"
"12679","RAB5IF,TGIF2-RAB5IF"
"12680","RAB6A"
"12681","RAB6B,SRPRB"
"12682","RAB6C,RAB6D"
"12683","RAB7A"
"12684","RAB7B"
"12685","RAB8A"
"12686","RAB8B"
"12687","RAB9A"
"12688","RAB9B"
"12689","RABAC1"
"12690","RABEP1"
"12691","RABEP2"
"12692","RABEPK"
"12693","RABGAP1"
"12694","RABGAP1L"
"12695","RABGEF1"
"12696","RABGGTA"
"12697","RABGGTB"
"12698","RABIF"
"12699","RABL2A,RABL2B"
"12700","RABL3"
"12701","RABL6"
"12702","RAC1"
"12703","RAC2"
"12704","RAC3"
"12705","RACGAP1"
"12706","RACK1"
"12707","RAD1"
"12708","RAD17"
"12709","RAD18"
"12710","RAD21"
"12711","RAD21L1"
"12712","RAD23A"
"12713","RAD23B"
"12714","RAD50"
"12715","RAD51"
"12716","RAD51AP1"
"12717","RAD51AP2"
"12718","RAD51B"
"12719","RAD51C"
"12720","RAD51D"
"12721","RAD52"
"12722","RAD54L"
"12723","RAD54L2"
"12724","RAD9A"
"12725","RAD9B"
"12726","RADIL"
"12727","RADX"
"12728","RAE1"
"12729","RAET1E"
"12730","RAET1G"
"12731","RAET1L"
"12732","RAF1"
"12733","RAG1"
"12734","RAG2"
"12735","RAI1"
"12736","RAI14"
"12737","RAI2"
"12738","RALA"
"12739","RALB"
"12740","RALBP1"
"12741","RALGAPA1P1,RALGAPA1"
"12742","RALGAPA2"
"12743","RALGAPB"
"12744","RALGDS"
"12745","RALGPS1"
"12746","RALGPS2"
"12747","RALY"
"12748","RALYL"
"12749","RAMAC"
"12750","RAMP1"
"12751","RAMP2"
"12752","RAMP3"
"12753","RAN"
"12754","RANBP1"
"12755","RANBP10"
"12756","RANBP17"
"12757","RANBP2,RGPD6,RGPD5,RGPD3,RGPD4,RGPD8"
"12758","RANBP3"
"12759","RANBP3L"
"12760","RANBP6"
"12761","RANBP9"
"12762","RANGAP1"
"12763","RANGRF"
"12764","RAP1A"
"12765","RAP1B"
"12766","RAP1GAP"
"12767","RAP1GAP2"
"12768","RAP1GDS1"
"12769","RAP2A"
"12770","RAP2B"
"12771","RAP2C"
"12772","RAPGEF1"
"12773","RAPGEF2"
"12774","RAPGEF3"
"12775","RAPGEF4"
"12776","RAPGEF5"
"12777","RAPGEF6"
"12778","RAPGEFL1"
"12779","RAPH1"
"12780","RAPSN"
"12781","RARA"
"12782","RARB"
"12783","RARG"
"12784","RARRES1"
"12785","RARRES2"
"12786","RARS1"
"12787","RARS2"
"12788","RASA1"
"12789","RASA2"
"12790","RASA3"
"12791","RASA4B,RASA4,RASA4DP"
"12792","RASAL2"
"12793","RASAL3"
"12794","RASD1"
"12795","RASD2"
"12796","RASEF"
"12797","RASGEF1A"
"12798","RASGEF1B"
"12799","RASGEF1C"
"12800","RASGRF1"
"12801","RASGRF2"
"12802","RASGRP1"
"12803","RASGRP2"
"12804","RASGRP3"
"12805","RASGRP4"
"12806","RASIP1"
"12807","RASL10A"
"12808","RASL10B"
"12809","RASL11A"
"12810","RASL11B"
"12811","RASL12"
"12812","RASSF1"
"12813","RASSF10"
"12814","RASSF2"
"12815","RASSF3"
"12816","RASSF4"
"12817","RASSF5"
"12818","RASSF6"
"12819","RASSF7"
"12820","RASSF8"
"12821","RASSF9"
"12822","RAVER1"
"12823","RAVER2"
"12824","RAX"
"12825","RAX2"
"12826","RB1"
"12827","RB1CC1"
"12828","RBAK"
"12829","RBBP4"
"12830","RBBP5"
"12831","RBBP6"
"12832","RBBP7"
"12833","RBBP8"
"12834","RBBP8NL"
"12835","RBBP9"
"12836","RBCK1"
"12837","RBFA"
"12838","RBFOX1"
"12839","RBFOX2,RPL41,LOC107984974"
"12840","RBFOX3"
"12841","RBIS"
"12842","RBKS"
"12843","RBL1"
"12844","RBL2"
"12845","RBM10"
"12846","RBM11"
"12847","RBM12"
"12848","RBM12B"
"12849","RBM14"
"12850","RBM14-RBM4,RBM4"
"12851","RBM15"
"12852","RBM17"
"12853","RBM18"
"12854","RBM19"
